indicator,country,year,value,region
Rule of Law: Estimate,Tanzania,2013,-0.504432976,Eastern
Rule of Law: Estimate,Tanzania,2014,-0.409049302,Eastern
Rule of Law: Estimate,Togo,1996,-0.759244025,Western
Rule of Law: Estimate,Togo,1998,-0.755017161,Western
Rule of Law: Estimate,Togo,2000,-0.709979713,Western
Rule of Law: Estimate,Togo,2002,-0.792109132,Western
Rule of Law: Estimate,Togo,2003,-0.982516289,Western
Rule of Law: Estimate,Togo,2004,-1.132244945,Western
Rule of Law: Estimate,Togo,2005,-1.094503284,Western
Rule of Law: Estimate,Togo,2006,-0.976055384,Western
Rule of Law: Estimate,Togo,2007,-0.898026526,Western
Rule of Law: Estimate,Togo,2008,-0.781151533,Western
Rule of Law: Estimate,Togo,2009,-0.880967021,Western
Rule of Law: Estimate,Togo,2010,-0.913479924,Western
Rule of Law: Estimate,Togo,2011,-0.863316536,Western
Rule of Law: Estimate,Togo,2012,-0.940458536,Western
Rule of Law: Estimate,Togo,2013,-1.014506817,Western
Rule of Law: Estimate,Togo,2014,-0.873724997,Western
Rule of Law: Estimate,Uganda,1996,-0.636283934,Eastern
Rule of Law: Estimate,Uganda,1998,-0.638046145,Eastern
Rule of Law: Estimate,Uganda,2000,-0.79174298,Eastern
Rule of Law: Estimate,Uganda,2002,-0.649565041,Eastern
Rule of Law: Estimate,Uganda,2003,-0.540361226,Eastern
Rule of Law: Estimate,Uganda,2004,-0.634746015,Eastern
Rule of Law: Estimate,Uganda,2005,-0.562641084,Eastern
Rule of Law: Estimate,Uganda,2006,-0.335989147,Eastern
Rule of Law: Estimate,Uganda,2007,-0.379455596,Eastern
Rule of Law: Estimate,Uganda,2008,-0.377911121,Eastern
Rule of Law: Estimate,Uganda,2009,-0.418305933,Eastern
Rule of Law: Estimate,Uganda,2010,-0.391353726,Eastern
Rule of Law: Estimate,Uganda,2011,-0.347705036,Eastern
Rule of Law: Estimate,Uganda,2012,-0.358589083,Eastern
Rule of Law: Estimate,Uganda,2013,-0.358782589,Eastern
Rule of Law: Estimate,Uganda,2014,-0.388641864,Eastern
Rule of Law: Estimate,Zambia,1996,-0.645426869,Eastern
Rule of Law: Estimate,Zambia,1998,-0.527129531,Eastern
Rule of Law: Estimate,Zambia,2000,-0.535909653,Eastern
Rule of Law: Estimate,Zambia,2002,-0.394137949,Eastern
Rule of Law: Estimate,Zambia,2003,-0.470074058,Eastern
Rule of Law: Estimate,Zambia,2004,-0.521987259,Eastern
Rule of Law: Estimate,Zambia,2005,-0.575973213,Eastern
Rule of Law: Estimate,Zambia,2006,-0.590153992,Eastern
Rule of Law: Estimate,Zambia,2007,-0.574066997,Eastern
Rule of Law: Estimate,Zambia,2008,-0.439785302,Eastern
Rule of Law: Estimate,Zambia,2009,-0.4850474,Eastern
Rule of Law: Estimate,Zambia,2010,-0.497806072,Eastern
Rule of Law: Estimate,Zambia,2011,-0.467877477,Eastern
Rule of Law: Estimate,Zambia,2012,-0.40269056,Eastern
Rule of Law: Estimate,Zambia,2013,-0.307062596,Eastern
Rule of Law: Estimate,Zambia,2014,-0.252742648,Eastern
Rule of Law: Estimate,Zimbabwe,1996,-0.816369891,Eastern
Rule of Law: Estimate,Zimbabwe,1998,-0.706882179,Eastern
Rule of Law: Estimate,Zimbabwe,2000,-1.330332756,Eastern
Rule of Law: Estimate,Zimbabwe,2002,-1.590411544,Eastern
Rule of Law: Estimate,Zimbabwe,2003,-1.680994868,Eastern
Rule of Law: Estimate,Zimbabwe,2004,-1.758042932,Eastern
Rule of Law: Estimate,Zimbabwe,2005,-1.766868949,Eastern
Rule of Law: Estimate,Zimbabwe,2006,-1.725560904,Eastern
Rule of Law: Estimate,Zimbabwe,2007,-1.784674048,Eastern
Rule of Law: Estimate,Zimbabwe,2008,-1.765616417,Eastern
Rule of Law: Estimate,Zimbabwe,2009,-1.841826916,Eastern
Rule of Law: Estimate,Zimbabwe,2010,-1.813211679,Eastern
Rule of Law: Estimate,Zimbabwe,2011,-1.777788401,Eastern
Rule of Law: Estimate,Zimbabwe,2012,-1.6117661,Eastern
Rule of Law: Estimate,Zimbabwe,2013,-1.560206652,Eastern
Rule of Law: Estimate,Zimbabwe,2014,-1.421862006,Eastern
Voice and Accountability: Estimate,Angola,1996,-1.640716434,Central
Voice and Accountability: Estimate,Angola,1998,-1.43520093,Central
Voice and Accountability: Estimate,Angola,2000,-1.476180315,Central
Voice and Accountability: Estimate,Angola,2002,-1.236998439,Central
Voice and Accountability: Estimate,Angola,2003,-1.265635252,Central
Voice and Accountability: Estimate,Angola,2004,-1.275747418,Central
Voice and Accountability: Estimate,Angola,2005,-1.23792851,Central
Voice and Accountability: Estimate,Angola,2006,-1.236350656,Central
Voice and Accountability: Estimate,Angola,2007,-1.167480588,Central
Voice and Accountability: Estimate,Angola,2008,-1.125881314,Central
Voice and Accountability: Estimate,Angola,2009,-1.131708026,Central
Voice and Accountability: Estimate,Angola,2010,-1.118853211,Central
Voice and Accountability: Estimate,Angola,2011,-1.122424245,Central
Voice and Accountability: Estimate,Angola,2012,-1.071315765,Central
Voice and Accountability: Estimate,Angola,2013,-1.120311975,Central
Voice and Accountability: Estimate,Angola,2014,-1.137759089,Central
Voice and Accountability: Estimate,Benin,1996,0.117397346,Western
Voice and Accountability: Estimate,Benin,1998,0.340619057,Western
Voice and Accountability: Estimate,Benin,2000,0.360479116,Western
Voice and Accountability: Estimate,Benin,2002,-0.004694424,Western
Voice and Accountability: Estimate,Benin,2003,0.236438289,Western
Voice and Accountability: Estimate,Benin,2004,0.100261793,Western
Voice and Accountability: Estimate,Benin,2005,0.01257655,Western
Voice and Accountability: Estimate,Benin,2006,0.330746114,Western
Voice and Accountability: Estimate,Benin,2007,0.336236268,Western
Voice and Accountability: Estimate,Benin,2008,0.301525414,Western
Voice and Accountability: Estimate,Benin,2009,0.326503694,Western
Voice and Accountability: Estimate,Benin,2010,0.288788646,Western
Voice and Accountability: Estimate,Benin,2011,0.137502581,Western
Voice and Accountability: Estimate,Benin,2012,0.093635678,Western
Voice and Accountability: Estimate,Benin,2013,0.11620196,Western
Voice and Accountability: Estimate,Benin,2014,0.234375268,Western
Voice and Accountability: Estimate,Botswana,1996,0.867696524,Southern
Voice and Accountability: Estimate,Botswana,1998,0.725043952,Southern
Voice and Accountability: Estimate,Botswana,2000,0.644347072,Southern
Voice and Accountability: Estimate,Botswana,2002,0.651375115,Southern
Voice and Accountability: Estimate,Botswana,2003,0.691309571,Southern
Voice and Accountability: Estimate,Botswana,2004,0.726399124,Southern
Voice and Accountability: Estimate,Botswana,2005,0.574014544,Southern
Voice and Accountability: Estimate,Botswana,2006,0.489192158,Southern
Voice and Accountability: Estimate,Botswana,2007,0.482234001,Southern
Voice and Accountability: Estimate,Botswana,2008,0.484932661,Southern
Voice and Accountability: Estimate,Botswana,2009,0.42135483,Southern
Voice and Accountability: Estimate,Botswana,2010,0.442050666,Southern
Voice and Accountability: Estimate,Botswana,2011,0.396162212,Southern
Voice and Accountability: Estimate,Botswana,2012,0.502951562,Southern
Voice and Accountability: Estimate,Botswana,2013,0.471228421,Southern
Voice and Accountability: Estimate,Botswana,2014,0.440838546,Southern
Voice and Accountability: Estimate,Burkina Faso,1996,-0.732323647,Western
Voice and Accountability: Estimate,Burkina Faso,1998,-0.5746755,Western
Voice and Accountability: Estimate,Burkina Faso,2000,-0.358566046,Western
Voice and Accountability: Estimate,Burkina Faso,2002,-0.479073554,Western
Voice and Accountability: Estimate,Burkina Faso,2003,-0.330611914,Western
Voice and Accountability: Estimate,Burkina Faso,2004,-0.454057932,Western
Voice and Accountability: Estimate,Burkina Faso,2005,-0.459601909,Western
Voice and Accountability: Estimate,Burkina Faso,2006,-0.373123497,Western
Voice and Accountability: Estimate,Burkina Faso,2007,-0.340762973,Western
Voice and Accountability: Estimate,Burkina Faso,2008,-0.320399851,Western
Voice and Accountability: Estimate,Burkina Faso,2009,-0.315414429,Western
Voice and Accountability: Estimate,Burkina Faso,2010,-0.277472734,Western
Voice and Accountability: Estimate,Burkina Faso,2011,-0.305042982,Western
Voice and Accountability: Estimate,Burkina Faso,2012,-0.33542195,Western
Voice and Accountability: Estimate,Burkina Faso,2013,-0.292298675,Western
Voice and Accountability: Estimate,Burkina Faso,2014,-0.412611753,Western
Voice and Accountability: Estimate,Burundi,1996,-1.750094533,Eastern
Voice and Accountability: Estimate,Burundi,1998,-1.611886382,Eastern
Voice and Accountability: Estimate,Burundi,2000,-1.630429983,Eastern
Voice and Accountability: Estimate,Burundi,2002,-1.224669814,Eastern
Voice and Accountability: Estimate,Burundi,2003,-1.239448071,Eastern
Voice and Accountability: Estimate,Burundi,2004,-1.31452024,Eastern
Voice and Accountability: Estimate,Burundi,2005,-0.638149679,Eastern
Voice and Accountability: Estimate,Burundi,2006,-0.747572243,Eastern
Voice and Accountability: Estimate,Burundi,2007,-0.737355947,Eastern
Voice and Accountability: Estimate,Burundi,2008,-0.705432534,Eastern
Voice and Accountability: Estimate,Burundi,2009,-0.709607542,Eastern
Voice and Accountability: Estimate,Burundi,2010,-0.943416417,Eastern
Voice and Accountability: Estimate,Burundi,2011,-0.925969362,Eastern
Voice and Accountability: Estimate,Burundi,2012,-0.891369283,Eastern
Voice and Accountability: Estimate,Burundi,2013,-0.950269699,Eastern
Voice and Accountability: Estimate,Burundi,2014,-1.018933535,Eastern
Voice and Accountability: Estimate,Cabo Verde,1996,0.911774695,Western
Voice and Accountability: Estimate,Cabo Verde,1998,0.911470592,Western
Voice and Accountability: Estimate,Cabo Verde,2000,0.734826028,Western
Voice and Accountability: Estimate,Cabo Verde,2002,0.655744314,Western
Voice and Accountability: Estimate,Cabo Verde,2003,0.665767908,Western
Voice and Accountability: Estimate,Cabo Verde,2004,0.696582973,Western
Voice and Accountability: Estimate,Cabo Verde,2005,0.485791206,Western
Voice and Accountability: Estimate,Cabo Verde,2006,0.75010848,Western
Voice and Accountability: Estimate,Cabo Verde,2007,0.842649996,Western
Voice and Accountability: Estimate,Cabo Verde,2008,0.926055551,Western
Voice and Accountability: Estimate,Cabo Verde,2009,0.883378148,Western
Voice and Accountability: Estimate,Cabo Verde,2010,0.885580897,Western
Voice and Accountability: Estimate,Cabo Verde,2011,0.971258104,Western
Voice and Accountability: Estimate,Cabo Verde,2012,0.927961886,Western
Voice and Accountability: Estimate,Cabo Verde,2013,0.891266286,Western
Voice and Accountability: Estimate,Cabo Verde,2014,0.982739568,Western
Voice and Accountability: Estimate,Cameroon,1996,-0.974394083,Central
Voice and Accountability: Estimate,Cameroon,1998,-1.137277722,Central
Voice and Accountability: Estimate,Cameroon,2000,-1.142351389,Central
Voice and Accountability: Estimate,Cameroon,2002,-1.17300427,Central
Voice and Accountability: Estimate,Cameroon,2003,-1.115097284,Central
Voice and Accountability: Estimate,Cameroon,2004,-0.986239016,Central
Voice and Accountability: Estimate,Cameroon,2005,-1.016579151,Central
Voice and Accountability: Estimate,Cameroon,2006,-1.025252938,Central
Voice and Accountability: Estimate,Cameroon,2007,-1.061822295,Central
Voice and Accountability: Estimate,Cameroon,2008,-1.084711313,Central
Voice and Accountability: Estimate,Cameroon,2009,-1.061917543,Central
Voice and Accountability: Estimate,Cameroon,2010,-1.079736114,Central
Voice and Accountability: Estimate,Cameroon,2011,-1.047183871,Central
Voice and Accountability: Estimate,Cameroon,2012,-1.030722022,Central
Voice and Accountability: Estimate,Cameroon,2013,-1.042605162,Central
Voice and Accountability: Estimate,Cameroon,2014,-0.995940328,Central
Voice and Accountability: Estimate,Central African Republic,1996,-0.986942291,Central
Voice and Accountability: Estimate,Central African Republic,1998,-0.754804373,Central
Voice and Accountability: Estimate,Central African Republic,2000,-0.707308114,Central
Voice and Accountability: Estimate,Central African Republic,2002,-1.078313112,Central
Voice and Accountability: Estimate,Central African Republic,2003,-1.301562786,Central
Voice and Accountability: Estimate,Central African Republic,2004,-1.304356456,Central
Voice and Accountability: Estimate,Central African Republic,2005,-0.946479142,Central
Voice and Accountability: Estimate,Central African Republic,2006,-1.012889862,Central
Voice and Accountability: Estimate,Central African Republic,2007,-1.078416109,Central
Voice and Accountability: Estimate,Central African Republic,2008,-1.013496995,Central
Voice and Accountability: Estimate,Central African Republic,2009,-1.006369114,Central
Voice and Accountability: Estimate,Central African Republic,2010,-1.123459578,Central
Voice and Accountability: Estimate,Central African Republic,2011,-1.107784271,Central
Voice and Accountability: Estimate,Central African Republic,2012,-1.263901591,Central
Voice and Accountability: Estimate,Central African Republic,2013,-1.528764129,Central
Voice and Accountability: Estimate,Central African Republic,2014,-1.423456669,Central
Voice and Accountability: Estimate,Chad,1996,-1.077908516,Central
Voice and Accountability: Estimate,Chad,1998,-1.05081141,Central
Voice and Accountability: Estimate,Chad,2000,-1.032991409,Central
Voice and Accountability: Estimate,Chad,2002,-0.966462791,Central
Voice and Accountability: Estimate,Chad,2003,-1.099470615,Central
Voice and Accountability: Estimate,Chad,2004,-1.195022225,Central
Voice and Accountability: Estimate,Chad,2005,-1.259667993,Central
Voice and Accountability: Estimate,Chad,2006,-1.429012775,Central
Voice and Accountability: Estimate,Chad,2007,-1.464894414,Central
Voice and Accountability: Estimate,Chad,2008,-1.461880088,Central
Voice and Accountability: Estimate,Chad,2009,-1.419560552,Central
Voice and Accountability: Estimate,Chad,2010,-1.370584011,Central
Voice and Accountability: Estimate,Chad,2011,-1.364238501,Central
Voice and Accountability: Estimate,Chad,2012,-1.346058965,Central
Voice and Accountability: Estimate,Chad,2013,-1.383895159,Central
Voice and Accountability: Estimate,Chad,2014,-1.327226758,Central
Voice and Accountability: Estimate,Comoros,1996,-0.58451581,Eastern
Voice and Accountability: Estimate,Comoros,1998,-0.523817182,Eastern
Voice and Accountability: Estimate,Comoros,2000,-1.156804442,Eastern
Voice and Accountability: Estimate,Comoros,2002,-0.427899599,Eastern
Voice and Accountability: Estimate,Comoros,2003,-0.570307493,Eastern
Voice and Accountability: Estimate,Comoros,2004,-0.550086498,Eastern
Voice and Accountability: Estimate,Comoros,2005,-0.63031441,Eastern
Voice and Accountability: Estimate,Comoros,2006,-0.29567644,Eastern
Voice and Accountability: Estimate,Comoros,2007,-0.478799552,Eastern
Voice and Accountability: Estimate,Comoros,2008,-0.362624705,Eastern
Voice and Accountability: Estimate,Comoros,2009,-0.380141973,Eastern
Voice and Accountability: Estimate,Comoros,2010,-0.471446872,Eastern
Voice and Accountability: Estimate,Comoros,2011,-0.427686483,Eastern
Voice and Accountability: Estimate,Comoros,2012,-0.519924283,Eastern
Voice and Accountability: Estimate,Comoros,2013,-0.517402232,Eastern
Voice and Accountability: Estimate,Comoros,2014,-0.332876086,Eastern
Voice and Accountability: Estimate,"Congo, Dem. Rep.",1996,-1.677684784,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",1998,-1.879971027,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2000,-1.838905454,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2002,-1.664989948,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2003,-1.614003778,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2004,-1.725058675,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2005,-1.552344441,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2006,-1.28146565,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2007,-1.258596897,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2008,-1.447140098,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2009,-1.447442293,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2010,-1.444672227,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2011,-1.515757203,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2012,-1.508820415,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2013,-1.467424989,Central
Voice and Accountability: Estimate,"Congo, Dem. Rep.",2014,-1.31235981,Central
Voice and Accountability: Estimate,"Congo, Rep.",1996,-1.021663904,Central
Voice and Accountability: Estimate,"Congo, Rep.",1998,-1.590068936,Central
Voice and Accountability: Estimate,"Congo, Rep.",2000,-1.51247406,Central
Voice and Accountability: Estimate,"Congo, Rep.",2002,-0.919016242,Central
Voice and Accountability: Estimate,"Congo, Rep.",2003,-0.780647755,Central
Voice and Accountability: Estimate,"Congo, Rep.",2004,-0.949948668,Central
Voice and Accountability: Estimate,"Congo, Rep.",2005,-1.079108238,Central
Voice and Accountability: Estimate,"Congo, Rep.",2006,-1.225017905,Central
Voice and Accountability: Estimate,"Congo, Rep.",2007,-1.249990821,Central
Voice and Accountability: Estimate,"Congo, Rep.",2008,-1.164567947,Central
Voice and Accountability: Estimate,"Congo, Rep.",2009,-1.099403501,Central
Voice and Accountability: Estimate,"Congo, Rep.",2010,-1.057595134,Central
Voice and Accountability: Estimate,"Congo, Rep.",2011,-1.104677558,Central
Voice and Accountability: Estimate,"Congo, Rep.",2012,-1.152003646,Central
Voice and Accountability: Estimate,"Congo, Rep.",2013,-1.124830008,Central
Voice and Accountability: Estimate,"Congo, Rep.",2014,-1.078304291,Central
Voice and Accountability: Estimate,Cote d'Ivoire,1996,-0.643067062,Western
Voice and Accountability: Estimate,Cote d'Ivoire,1998,-0.734830737,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2000,-1.104163647,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2002,-1.198559642,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2003,-1.254935384,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2004,-1.302863121,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2005,-1.379282951,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2006,-1.365890384,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2007,-1.283227324,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2008,-1.244367361,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2009,-1.111190319,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2010,-1.096635699,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2011,-1.129269361,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2012,-0.814291239,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2013,-0.770473778,Western
Voice and Accountability: Estimate,Cote d'Ivoire,2014,-0.523131013,Western
Voice and Accountability: Estimate,Equatorial Guinea,1996,-1.537053943,Central
Voice and Accountability: Estimate,Equatorial Guinea,1998,-1.573404193,Central
Voice and Accountability: Estimate,Equatorial Guinea,2000,-1.616488457,Central
Voice and Accountability: Estimate,Equatorial Guinea,2002,-1.637646198,Central
Voice and Accountability: Estimate,Equatorial Guinea,2003,-1.699257493,Central
Voice and Accountability: Estimate,Equatorial Guinea,2004,-1.641539454,Central
Voice and Accountability: Estimate,Equatorial Guinea,2005,-1.666149497,Central
Voice and Accountability: Estimate,Equatorial Guinea,2006,-1.807063222,Central
Voice and Accountability: Estimate,Equatorial Guinea,2007,-1.89098525,Central
Voice and Accountability: Estimate,Equatorial Guinea,2008,-1.897923589,Central
Voice and Accountability: Estimate,Equatorial Guinea,2009,-1.81038475,Central
Voice and Accountability: Estimate,Equatorial Guinea,2010,-1.865506411,Central
Voice and Accountability: Estimate,Equatorial Guinea,2011,-1.903657913,Central
Voice and Accountability: Estimate,Equatorial Guinea,2012,-1.882653117,Central
Voice and Accountability: Estimate,Equatorial Guinea,2013,-1.962283134,Central
Voice and Accountability: Estimate,Equatorial Guinea,2014,-1.980616689,Central
Voice and Accountability: Estimate,Eritrea,1996,-1.258117318,Eastern
Voice and Accountability: Estimate,Eritrea,1998,-1.06592083,Eastern
Voice and Accountability: Estimate,Eritrea,2000,-1.371667743,Eastern
Voice and Accountability: Estimate,Eritrea,2002,-1.763138294,Eastern
Voice and Accountability: Estimate,Eritrea,2003,-1.900713205,Eastern
Voice and Accountability: Estimate,Eritrea,2004,-1.850991368,Eastern
Voice and Accountability: Estimate,Eritrea,2005,-2.142034292,Eastern
Voice and Accountability: Estimate,Eritrea,2006,-2.02700901,Eastern
Voice and Accountability: Estimate,Eritrea,2007,-2.079464197,Eastern
Voice and Accountability: Estimate,Eritrea,2008,-2.116230726,Eastern
Voice and Accountability: Estimate,Eritrea,2009,-2.16456604,Eastern
Voice and Accountability: Estimate,Eritrea,2010,-2.155306816,Eastern
Voice and Accountability: Estimate,Eritrea,2011,-2.17610383,Eastern
Voice and Accountability: Estimate,Eritrea,2012,-2.154399633,Eastern
Voice and Accountability: Estimate,Eritrea,2013,-2.149218559,Eastern
Voice and Accountability: Estimate,Eritrea,2014,-2.039256811,Eastern
Voice and Accountability: Estimate,Ethiopia,1996,-1.109109044,Eastern
Voice and Accountability: Estimate,Ethiopia,1998,-0.974761128,Eastern
Voice and Accountability: Estimate,Ethiopia,2000,-1.000945926,Eastern
Voice and Accountability: Estimate,Ethiopia,2002,-1.225579262,Eastern
Voice and Accountability: Estimate,Ethiopia,2003,-1.073254466,Eastern
Voice and Accountability: Estimate,Ethiopia,2004,-1.142604113,Eastern
Voice and Accountability: Estimate,Ethiopia,2005,-1.22082448,Eastern
Voice and Accountability: Estimate,Ethiopia,2006,-1.156561136,Eastern
Voice and Accountability: Estimate,Ethiopia,2007,-1.170421004,Eastern
Voice and Accountability: Estimate,Ethiopia,2008,-1.283993006,Eastern
Voice and Accountability: Estimate,Ethiopia,2009,-1.276600718,Eastern
Voice and Accountability: Estimate,Ethiopia,2010,-1.313397169,Eastern
Voice and Accountability: Estimate,Ethiopia,2011,-1.329102874,Eastern
Voice and Accountability: Estimate,Ethiopia,2012,-1.280015349,Eastern
Voice and Accountability: Estimate,Ethiopia,2013,-1.292922735,Eastern
Voice and Accountability: Estimate,Ethiopia,2014,-1.255866528,Eastern
Voice and Accountability: Estimate,Gabon,1996,-0.322546184,Central
Voice and Accountability: Estimate,Gabon,1998,-0.407723933,Central
Voice and Accountability: Estimate,Gabon,2000,-0.48554492,Central
Voice and Accountability: Estimate,Gabon,2002,-0.555054724,Central
Voice and Accountability: Estimate,Gabon,2003,-0.677192092,Central
Voice and Accountability: Estimate,Gabon,2004,-0.805739105,Central
Voice and Accountability: Estimate,Gabon,2005,-0.875595927,Central
Voice and Accountability: Estimate,Gabon,2006,-0.986370325,Central
Voice and Accountability: Estimate,Gabon,2007,-0.892251253,Central
Voice and Accountability: Estimate,Gabon,2008,-0.854140341,Central
Voice and Accountability: Estimate,Gabon,2009,-1.000670791,Central
Voice and Accountability: Estimate,Gabon,2010,-0.887672126,Central
Voice and Accountability: Estimate,Gabon,2011,-0.933238685,Central
Voice and Accountability: Estimate,Gabon,2012,-0.870838463,Central
Voice and Accountability: Estimate,Gabon,2013,-0.857715487,Central
Voice and Accountability: Estimate,Gabon,2014,-0.911407351,Central
Voice and Accountability: Estimate,Gambia,1996,-1.323831797,Western
Voice and Accountability: Estimate,Gambia,1998,-0.984518766,Western
Voice and Accountability: Estimate,Gambia,2000,-1.139008522,Western
Voice and Accountability: Estimate,Gambia,2002,-0.643582344,Western
Voice and Accountability: Estimate,Gambia,2003,-0.379852504,Western
Voice and Accountability: Estimate,Gambia,2004,-0.600828886,Western
Voice and Accountability: Estimate,Gambia,2005,-0.97121942,Western
Voice and Accountability: Estimate,Gambia,2006,-0.873200417,Western
Voice and Accountability: Estimate,Gambia,2007,-0.882401764,Western
Voice and Accountability: Estimate,Gambia,2008,-0.854909778,Western
Voice and Accountability: Estimate,Gambia,2009,-1.012604713,Western
Voice and Accountability: Estimate,Gambia,2010,-1.085195541,Western
Voice and Accountability: Estimate,Gambia,2011,-1.221648335,Western
Voice and Accountability: Estimate,Gambia,2012,-1.277616143,Western
Voice and Accountability: Estimate,Gambia,2013,-1.252623677,Western
Voice and Accountability: Estimate,Gambia,2014,-1.254392028,Western
Voice and Accountability: Estimate,Ghana,1996,-0.341387063,Western
Voice and Accountability: Estimate,Ghana,1998,-0.364357769,Western
Voice and Accountability: Estimate,Ghana,2000,-0.078311525,Western
Voice and Accountability: Estimate,Ghana,2002,-0.055917904,Western
Voice and Accountability: Estimate,Ghana,2003,0.275180548,Western
Voice and Accountability: Estimate,Ghana,2004,0.151430368,Western
Voice and Accountability: Estimate,Ghana,2005,0.239893958,Western
Voice and Accountability: Estimate,Ghana,2006,0.365210921,Western
Voice and Accountability: Estimate,Ghana,2007,0.460922062,Western
Voice and Accountability: Estimate,Ghana,2008,0.383351862,Western
Voice and Accountability: Estimate,Ghana,2009,0.486855626,Western
Voice and Accountability: Estimate,Ghana,2010,0.492735893,Western
Voice and Accountability: Estimate,Ghana,2011,0.45810774,Western
Voice and Accountability: Estimate,Ghana,2012,0.401330382,Western
Voice and Accountability: Estimate,Ghana,2013,0.410417348,Western
Voice and Accountability: Estimate,Ghana,2014,0.491630107,Western
Voice and Accountability: Estimate,Guinea,1996,-1.345178366,Western
Voice and Accountability: Estimate,Guinea,1998,-1.19053328,Western
Voice and Accountability: Estimate,Guinea,2000,-1.176176906,Western
Voice and Accountability: Estimate,Guinea,2002,-1.3342098,Western
Voice and Accountability: Estimate,Guinea,2003,-1.216884732,Western
Voice and Accountability: Estimate,Guinea,2004,-1.283706069,Western
Voice and Accountability: Estimate,Guinea,2005,-1.140302658,Western
Voice and Accountability: Estimate,Guinea,2006,-1.23738873,Western
Voice and Accountability: Estimate,Guinea,2007,-1.39406991,Western
Voice and Accountability: Estimate,Guinea,2008,-1.454441547,Western
Voice and Accountability: Estimate,Guinea,2009,-1.301496744,Western
Voice and Accountability: Estimate,Guinea,2010,-0.946654081,Western
Voice and Accountability: Estimate,Guinea,2011,-0.940793753,Western
Voice and Accountability: Estimate,Guinea,2012,-1.058564782,Western
Voice and Accountability: Estimate,Guinea,2013,-1.060202599,Western
Voice and Accountability: Estimate,Guinea,2014,-0.891215146,Western
Voice and Accountability: Estimate,Guinea-Bissau,1996,-1.159569263,Western
Voice and Accountability: Estimate,Guinea-Bissau,1998,-1.136780858,Western
Voice and Accountability: Estimate,Guinea-Bissau,2000,-0.761270225,Western
Voice and Accountability: Estimate,Guinea-Bissau,2002,-0.75281328,Western
Voice and Accountability: Estimate,Guinea-Bissau,2003,-1.133283973,Western
Voice and Accountability: Estimate,Guinea-Bissau,2004,-0.85216403,Western
Voice and Accountability: Estimate,Guinea-Bissau,2005,-0.374271661,Western
Voice and Accountability: Estimate,Guinea-Bissau,2006,-0.700661421,Western
Voice and Accountability: Estimate,Guinea-Bissau,2007,-0.790799499,Western
Voice and Accountability: Estimate,Guinea-Bissau,2008,-0.791596472,Western
Voice and Accountability: Estimate,Guinea-Bissau,2009,-0.814203143,Western
Voice and Accountability: Estimate,Guinea-Bissau,2010,-0.89721179,Western
Voice and Accountability: Estimate,Guinea-Bissau,2011,-0.934482098,Western
Voice and Accountability: Estimate,Guinea-Bissau,2012,-1.394935727,Western
Voice and Accountability: Estimate,Guinea-Bissau,2013,-1.414221406,Western
Voice and Accountability: Estimate,Guinea-Bissau,2014,-1.039825559,Western
Voice and Accountability: Estimate,Kenya,1996,-0.670510471,Eastern
Voice and Accountability: Estimate,Kenya,1998,-0.983857334,Eastern
Voice and Accountability: Estimate,Kenya,2000,-0.896917582,Eastern
Voice and Accountability: Estimate,Kenya,2002,-0.747022092,Eastern
Voice and Accountability: Estimate,Kenya,2003,-0.253338516,Eastern
Voice and Accountability: Estimate,Kenya,2004,-0.169326618,Eastern
Voice and Accountability: Estimate,Kenya,2005,-0.196959749,Eastern
Voice and Accountability: Estimate,Kenya,2006,-0.137553141,Eastern
Voice and Accountability: Estimate,Kenya,2007,-0.240091592,Eastern
Voice and Accountability: Estimate,Kenya,2008,-0.28948921,Eastern
Voice and Accountability: Estimate,Kenya,2009,-0.337130815,Eastern
Voice and Accountability: Estimate,Kenya,2010,-0.225479215,Eastern
